lf,beta,T_time_(ns)
3.0, 1.0,1360984497939
1.5, 3.0,4392463809319
1.5, 3.0,4060347143140
1.5, 3.0,3999022717745
3.0, 0.1,302054716296
1.5, 3.0,3890177633190
3.0, 1.0,1271797691373
3.0, 0.1,321615117928
3.0, 1.0,1345246220132
3.0, 1.0,1355001986344
1.5, 3.0,4258914561003
3.0, 0.1,352858523409
1.5, 3.0,3608540862194
3.0, 0.1,313454492347
3.0, 0.1,361792510988
1.5, 3.0,3975120835263
3.0, 0.1,316114804370
3.0, 0.1,354810871035
3.0, 0.1,319341623581
3.0, 0.1,318257836466
3.0, 0.1,377542016116
3.0, 0.1,326199937978
1.5, 3.0,4778286229078
3.0, 0.1,361706886999
3.0, 0.1,405021855561
1.5, 3.0,4163944492794
1.5, 3.0,4364914240606
1.5, 3.0,4300295699666
3.0, 0.1,397187237662
3.0, 0.1,406007386986
3.0, 0.1,289687364508
1.5, 3.0,4346612789638
1.5, 3.0,4286705242072
3.0, 0.1,426659881536
3.0, 0.1,393200421993
3.0, 0.1,372794475030
1.5, 3.0,4636408343193
1.5, 3.0,4489799747969
1.5, 3.0,4680922349346
1.5, 3.0,4813547744069
1.5, 3.0,4764538691374
1.5, 3.0,4507090968822
3.0, 0.1,349372087704
3.0, 0.1,434974428764
3.0, 0.1,404731569761
3.0, 0.1,396909151677
3.0, 0.1,436268866404
3.0, 0.1,376727479567
3.0, 0.1,530559392410
3.0, 0.1,399615650629
1.5, 3.0,4913868327065
1.5, 3.0,5144672785308
3.0, 1.0,1720807408327
3.0, 0.1,412632877980
1.5, 3.0,4776250204320
3.0, 0.1,451447447956
3.0, 0.1,483260291840
3.0, 1.0,1616788549655
3.0, 0.1,562643879040
3.0, 1.0,1500540227324
1.5, 3.0,4906418859618
3.0, 0.1,445725967768
3.0, 1.0,1687772369659
3.0, 0.1,463101182348
3.0, 1.0,1743557232147
3.0, 0.1,416785278575
3.0, 1.0,1733404941017
3.0, 1.0,1627574567367
3.0, 1.0,1805322675663
3.0, 0.1,382345790210
3.0, 1.0,1654846715884
3.0, 1.0,1709373423911
3.0, 1.0,1858597597832
3.0, 1.0,1775365209927
1.5, 3.0,5591044975810
3.0, 1.0,1856829452648
3.0, 1.0,1629476534105
3.0, 1.0,1552271429643
3.0, 1.0,1891156485932
3.0, 1.0,1880451302268
3.0, 1.0,1591956868961
3.0, 1.0,1756169663038
3.0, 1.0,1959916354119
3.0, 1.0,1789813757972
3.0, 1.0,1991369852981
3.0, 1.0,1947711249507
3.0, 1.0,1940775610130
3.0, 0.1,487791196550
3.0, 1.0,1607081020529
3.0, 1.0,1593598018640
3.0, 1.0,2193998840264
3.0, 1.0,1743457505319
3.0, 1.0,1811211251313
3.0, 1.0,1855896147126
3.0, 3.0,2781777614911
3.0, 1.0,2251902892392
3.0, 3.0,2885697519054
3.0, 3.0,2775136003569
3.0, 3.0,3121916585756
3.0, 3.0,2818396311156
5.0, 0.1,249450792569
3.0, 1.0,2001031910520
3.0, 1.0,1961482462263
3.0, 1.0,2001272464884
5.0, 0.1,286341634686
5.0, 0.1,258397246360
5.0, 0.1,228070926885
3.0, 3.0,3041482058442
3.0, 1.0,2019617839124
3.0, 1.0,1962780910685
5.0, 0.1,271781639868
3.0, 1.0,1973804506146
3.0, 3.0,3299598616786
5.0, 0.1,266499555605
3.0, 1.0,1872193422186
3.0, 1.0,1827078645504
3.0, 1.0,2202500862841
5.0, 0.1,253659319003
3.0, 1.0,2103576770447
3.0, 1.0,1888252250412
5.0, 1.0,1062908593449
5.0, 1.0,1084523510531
5.0, 1.0,1146560177199
5.0, 1.0,1203513205406
5.0, 1.0,1177433226834
3.0, 1.0,2078494319567
3.0, 3.0,3383223564880
5.0, 1.0,1116635339136
5.0, 1.0,1090922443113
5.0, 0.1,327036375581
3.0, 3.0,3877202616196
3.0, 3.0,4155447886409
3.0, 3.0,4157453009615
3.0, 3.0,3528026084959
5.0, 0.1,361429813504
5.0, 0.1,349419222876
5.0, 0.1,464411275560
3.0, 3.0,3883962854684
3.0, 3.0,4409402963648
3.0, 3.0,4137607814254
3.0, 3.0,4378965068261
5.0, 3.0,2093610170921
3.0, 3.0,3851116583258
5.0, 0.1,384291804336
3.0, 3.0,4521580349971
5.0, 1.0,1387231917999
5.0, 3.0,2026651697246
5.0, 3.0,2102486291352
7.5, 0.1,231215253401
5.0, 0.1,348233639107
3.0, 3.0,4596336846626
3.0, 3.0,4451695443446
3.0, 3.0,3933183551764
3.0, 3.0,4563802084471
5.0, 0.1,414066923429
5.0, 3.0,2073851349325
3.0, 3.0,4396922436612
5.0, 3.0,2177316657464
3.0, 3.0,3994322947303
5.0, 0.1,399921286888
3.0, 3.0,4579383393248
3.0, 3.0,4111413805426
5.0, 0.1,399404397449
3.0, 3.0,4455345377547
7.5, 0.1,255931886211
5.0, 0.1,423465502258
3.0, 3.0,4533832989105
7.5, 0.1,249794795480
3.0, 3.0,4501078041433
5.0, 3.0,2019990636316
5.0, 3.0,1867040380867
5.0, 0.1,406989924459
7.5, 0.1,234629685129
3.0, 3.0,4596149731498
7.5, 0.1,254190755520
3.0, 3.0,4054050144059
5.0, 0.1,349872036155
5.0, 0.1,398002107952
3.0, 3.0,4534670188930
5.0, 0.1,394808083173
3.0, 3.0,4463403952812
5.0, 0.1,281622521532
5.0, 0.1,358622009155
7.5, 0.1,224626657415
7.5, 0.1,215691726125
5.0, 0.1,362453012048
5.0, 0.1,361816218845
5.0, 0.1,367819459130
5.0, 0.1,329703614281
3.0, 3.0,4239422947303
5.0, 0.1,381738795249
5.0, 0.1,349191373871
3.0, 3.0,4395833892480
5.0, 0.1,304505129263
3.0, 3.0,4384717336795
5.0, 0.1,284474219723
5.0, 0.1,317592746604
5.0, 0.1,357026826174
3.0, 3.0,3791607598311
3.0, 3.0,4401375231485
5.0, 1.0,1285383333997
3.0, 3.0,4809118116763
7.5, 1.0,900146542831
3.0, 3.0,4251536399953
5.0, 0.1,315756901216
5.0, 1.0,1431860285969
5.0, 0.1,415617818920
5.0, 0.1,278122136219
3.0, 3.0,4478673161506
5.0, 0.1,410729892084
3.0, 3.0,4480514254324
7.5, 1.0,916273703945
5.0, 0.1,300232436049
5.0, 0.1,282531799153
5.0, 1.0,1572805069034
7.5, 1.0,1045311562795
5.0, 1.0,1458265977876
3.0, 3.0,4118515899140
7.5, 1.0,923487138695
7.5, 1.0,858472962217
7.5, 1.0,942291866427
5.0, 0.1,458935438210
5.0, 1.0,1294188077611
5.0, 0.1,324945482290
5.0, 1.0,1281153723626
5.0, 1.0,1257730340694
5.0, 1.0,1468172274052
3.0, 3.0,4649486762520
5.0, 0.1,391747351900
5.0, 1.0,1111497181975
7.5, 1.0,1055128879295
5.0, 1.0,1132950352491
5.0, 1.0,1274549162903
3.0, 3.0,4758644112343
5.0, 1.0,1109825552281
5.0, 0.1,414197132454
3.0, 3.0,4550798963084
3.0, 3.0,4302948315980
5.0, 1.0,1510112965364
5.0, 1.0,1251435830393
5.0, 1.0,1254078895892
5.0, 1.0,1221717106690
5.0, 1.0,1322176926208
5.0, 1.0,1381269828241
5.0, 1.0,1272195964348
5.0, 1.0,1115465765885
5.0, 1.0,1158513176831
5.0, 1.0,1219372677086
3.0, 3.0,4772331975519
5.0, 0.1,406800395650
5.0, 1.0,1443551566349
5.0, 1.0,1385514038584
3.0, 3.0,4626141653250
3.0, 3.0,3866167767891
5.0, 0.1,447113027004
5.0, 0.1,455314245958
5.0, 0.1,530483741432
5.0, 1.0,1268499960777
5.0, 1.0,1424569986490
5.0, 3.0,2326242671813
5.0, 1.0,1151068081807
5.0, 1.0,1275691556243
5.0, 0.1,445462736662
5.0, 1.0,1440829253012
5.0, 0.1,334216878762
5.0, 0.1,367400261520
5.0, 1.0,1306834877949
7.5, 0.1,253078672896
7.5, 3.0,1635542597190
5.0, 1.0,1625056783648
7.5, 3.0,1714539808654
7.5, 3.0,1689567450104
7.5, 3.0,1640914156484
5.0, 1.0,1603971975485
7.5, 3.0,1740110636600
7.5, 3.0,1795681806668
5.0, 3.0,2203647944139
5.0, 1.0,1745573142403
7.5, 3.0,1630660392928
5.0, 3.0,2358897576657
5.0, 1.0,1589953309132
5.0, 1.0,1763320327499
7.5, 0.1,281905324936
7.5, 0.1,255384716800
7.5, 1.0,988126157626
5.0, 1.0,1147178471085
5.0, 3.0,2379359552283
5.0, 3.0,2175921422758
5.0, 1.0,1662755549993
5.0, 1.0,1540603353018
5.0, 3.0,2109418139748
5.0, 3.0,2198274157584
5.0, 1.0,1635370322802
5.0, 1.0,1663241383394
5.0, 3.0,2373841928843
5.0, 3.0,2387818610553
7.5, 0.1,250291897364
7.5, 0.1,288313845854
5.0, 1.0,1516656707839
7.5, 0.1,239785931945
5.0, 3.0,2511818876680
5.0, 3.0,2260863366165
5.0, 3.0,2376043610268
7.5, 0.1,296033546047
5.0, 1.0,1674077382173
7.5, 0.1,244166918970
7.5, 0.1,244433711732
5.0, 3.0,2354248337644
5.0, 3.0,2539005335936
5.0, 3.0,2423936702112
5.0, 3.0,2421276383451
5.0, 3.0,2961428703334
5.0, 3.0,2390383875386
5.0, 3.0,2329354672564
7.5, 0.1,236689497911
7.5, 0.1,302768661714
7.5, 0.1,283271443412
5.0, 3.0,2437671707800
5.0, 3.0,2645099602940
7.5, 1.0,955049555945
7.5, 0.1,242625209262
7.5, 0.1,276960863695
7.5, 0.1,286163983012
5.0, 3.0,2631984140232
7.5, 0.1,268584609463
7.5, 0.1,314147445548
7.5, 0.1,295034740882
7.5, 1.0,1067759700180
7.5, 0.1,231518037624
7.5, 0.1,340967854983
7.5, 0.1,275880033169
5.0, 3.0,2331581957685
5.0, 3.0,2446475202500
5.0, 3.0,2285291194285
5.0, 3.0,2879192729349
5.0, 3.0,2713518002883
5.0, 3.0,2800474564627
7.5, 0.1,273316400355
7.5, 1.0,983735897032
7.5, 1.0,991641012676
5.0, 3.0,2392592522481
7.5, 0.1,268748424717
7.5, 0.1,273095002553
7.5, 0.1,297695555215
7.5, 1.0,931187258927
5.0, 3.0,2781272675361
7.5, 0.1,308492015581
7.5, 0.1,330578013848
7.5, 1.0,1123012613208
7.5, 0.1,368968160667
7.5, 1.0,1057283967417
7.5, 1.0,913349761633
7.5, 1.0,1090080547283
7.5, 0.1,312214018975
5.0, 3.0,2920877895207
7.5, 0.1,365408906839
7.5, 1.0,1022530994588
7.5, 1.0,1037990780356
7.5, 1.0,1115929270145
7.5, 1.0,1017147122790
7.5, 1.0,1176429153563
7.5, 1.0,991552007755
7.5, 1.0,1017975853907
7.5, 1.0,1013610501723
7.5, 1.0,1120230138421
7.5, 0.1,357042990769
5.0, 3.0,2729430156600
5.0, 3.0,2983774475465
7.5, 3.0,2250039199955
7.5, 1.0,997610764276
7.5, 1.0,1297101020701
7.5, 1.0,993867183467
7.5, 1.0,1351761250467
7.5, 1.0,1034153848555
7.5, 1.0,1079471564816
7.5, 0.1,325497025299
5.0, 3.0,2543280030922
7.5, 1.0,914195082097
5.0, 3.0,2940158081291
7.5, 0.1,376873542733
7.5, 1.0,1129892383986
5.0, 3.0,2925130262752
7.5, 1.0,1212359364609
7.5, 1.0,1237748514736
7.5, 3.0,1848516998113
7.5, 0.1,300318638142
7.5, 3.0,2063710466981
5.0, 3.0,3188204736522
7.5, 0.1,374318032965
5.0, 3.0,2876343780092
7.5, 0.1,400958130646
5.0, 3.0,3042816616248
7.5, 1.0,1351953959508
5.0, 3.0,2932862881657
5.0, 3.0,2859604367068
7.5, 3.0,1985139392571
7.5, 0.1,375649571928
7.5, 3.0,2022732899395
7.5, 1.0,1230432101606
7.5, 0.1,363355804071
7.5, 3.0,1817639307709
7.5, 3.0,2051380816279
7.5, 0.1,370671188212
5.0, 3.0,3192251553340
7.5, 0.1,323180377109
7.5, 3.0,2011562204268
5.0, 3.0,3096273195898
7.5, 0.1,360442343173
7.5, 3.0,2073303540747
7.5, 3.0,2045512655375
7.5, 3.0,1828558131319
7.5, 1.0,1263928008869
7.5, 0.1,376907438157
7.5, 3.0,1977392965474
7.5, 3.0,1860248167291
7.5, 1.0,1414191394701
7.5, 3.0,2024491358505
7.5, 3.0,1840556139359
7.5, 1.0,1070762864263
7.5, 3.0,1958499888273
7.5, 0.1,411838216407
7.5, 3.0,2117259699784
7.5, 3.0,2161845498486
7.5, 3.0,2236533426093
7.5, 3.0,2021023442886
7.5, 3.0,1970163661161
7.5, 1.0,1331578004983
7.5, 3.0,1968700525134
7.5, 3.0,2055568867172
7.5, 1.0,1588447592168
7.5, 3.0,2247214665236
7.5, 3.0,2086846248288
7.5, 3.0,2229622185463
7.5, 1.0,1334555550978
7.5, 1.0,1315032031777
7.5, 1.0,1156459557846
7.5, 1.0,1293681514689
7.5, 1.0,1314685833251
7.5, 1.0,1130806807909
7.5, 3.0,2241873988986
7.5, 3.0,2501137461645
7.5, 1.0,1230637875169
7.5, 3.0,2660533871781
7.5, 3.0,2328752723145
7.5, 3.0,2175764696961
7.5, 3.0,1724007595949
7.5, 3.0,2225917549290
7.5, 3.0,2310168461250
7.5, 3.0,2355470031287
7.5, 3.0,2128658956763
7.5, 3.0,2178168091736
7.5, 3.0,2341851459806
7.5, 3.0,2117295256421
7.5, 3.0,2197558061018
7.5, 3.0,2228775422903
7.5, 3.0,2155756575139
7.5, 3.0,2143379931894
