lf,beta,T_time_(ns)
4.0, 0.8,89934783940
4.0, 0.8,91990904019
4.0, 0.8,93330041189
4.0, 0.8,93796791268
4.0, 0.8,96313014434
4.0, 0.8,97425951881
4.0, 0.8,98432764888
4.0, 0.8,98544071214
4.0, 0.8,98809666632
4.0, 0.8,99785659638
4.0, 0.8,99874184280
4.0, 0.8,100181162745
4.0, 0.8,100622720300
4.0, 0.8,100854276575
4.0, 0.8,88418593832
4.0, 0.8,101144103864
4.0, 0.8,101328336712
4.0, 0.8,101961147618
4.0, 0.8,89566827059
4.0, 0.8,102110271439
4.0, 0.8,102882274673
4.0, 0.8,102877200077
4.0, 0.8,102912545434
4.0, 0.8,103022215290
4.0, 0.8,103403130379
4.0, 0.8,90829194616
4.0, 0.8,103378839732
4.0, 0.8,90933397030
4.0, 0.8,91097983458
4.0, 0.8,104537823269
4.0, 0.8,104561528823
4.0, 0.8,104714818083
4.0, 0.8,104656508492
4.0, 0.8,104936337878
4.0, 0.8,104808391084
4.0, 0.8,105187898142
4.0, 0.8,105460813303
4.0, 0.8,106080999262
4.0, 0.8,106355854491
4.0, 0.8,106297654281
4.0, 0.8,106557757204
4.0, 0.8,94052130504
4.0, 0.8,107093307706
4.0, 0.8,107003129942
4.0, 0.8,107671381257
4.0, 0.8,107548714857
4.0, 0.8,108017113154
4.0, 0.8,108135329960
4.0, 0.8,108406069048
4.0, 0.8,108479134207
4.0, 0.8,108800522181
4.0, 0.8,96450144146
4.0, 0.8,109161029378
4.0, 0.8,96699976362
4.0, 0.8,96682376485
4.0, 0.8,109672934268
4.0, 0.8,109510134339
4.0, 0.8,109389287066
4.0, 0.8,109975674572
4.0, 0.8,109992258752
4.0, 0.8,110894859021
4.0, 0.8,98278604016
4.0, 0.8,110845222640
4.0, 0.8,98725597701
4.0, 0.8,111081284016
4.0, 0.8,111231821202
4.0, 0.8,111369474175
4.0, 0.8,98769008691
4.0, 0.8,99867742688
4.0, 0.8,99987405475
4.0, 0.8,113827593381
4.0, 0.8,114045930240
4.0, 0.8,101999949326
4.0, 0.8,114255838741
4.0, 0.8,114487179360
4.0, 0.8,102328695190
4.0, 0.8,102345154053
4.0, 0.8,115274288471
4.0, 0.8,115326091888
4.0, 0.8,115391901383
4.0, 0.8,102936562833
4.0, 0.8,115634048990
4.0, 0.8,115592537268
4.0, 0.8,116003182460
4.0, 0.8,116341445667
4.0, 0.8,103917003481
4.0, 0.8,104019292408
4.0, 0.8,116458189678
4.0, 0.8,116726255453
4.0, 0.8,116889493503
4.0, 0.8,104460867804
4.0, 0.8,104614651289
4.0, 0.8,117111322026
4.0, 0.8,117128707745
4.0, 0.8,118068806892
4.0, 0.8,117886101284
4.0, 0.8,105698734254
4.0, 0.8,105880890480
4.0, 0.8,105912100286
4.0, 0.8,118710648082
4.0, 0.8,106468110383
4.0, 0.8,106591060451
4.0, 0.8,106620961716
4.0, 0.8,119134826660
4.0, 0.8,107060515650
4.0, 0.8,107249173311
4.0, 0.8,107286206710
4.0, 0.8,107596855932
4.0, 0.8,107756751256
4.0, 0.8,120503680550
4.0, 0.8,109357875727
4.0, 0.8,109683247858
4.0, 0.8,109767530746
4.0, 0.8,110924687213
4.0, 0.8,110973058446
4.0, 0.8,123636727842
4.0, 0.8,111415224173
4.0, 0.8,123859085698
4.0, 0.8,124300980204
4.0, 0.8,112225635793
4.0, 0.8,112769549594
4.0, 0.8,125108578333
4.0, 0.8,113791692424
4.0, 0.8,126311611221
4.0, 0.8,114177998637
4.0, 0.8,126725578697
4.0, 0.8,128012263753
4.0, 0.8,116330627112
4.0, 0.8,116956981301
4.0, 0.8,129208612932
4.0, 0.8,117682095045
4.0, 0.8,119412774805
4.0, 0.8,120636612807
4.0, 0.8,133390780921
4.0, 0.8,121521052980
4.0, 0.8,137240444232
4.0, 0.8,138272468741
4.0, 0.8,141815233422
4.0, 0.8,143481011561
4.0, 0.8,146422529145
4.0, 0.8,147625944102
4.0, 0.8,150104322022
4.0, 0.8,150601717256
4.0, 0.8,154414104522
4.0, 0.8,156454626268
4.0, 0.8,158652796719
4.0, 0.8,159440001751
4.0, 0.8,160411233831
4.0, 0.8,167731002388
4.0, 0.8,173092957820
4.0, 1.8,170717622691
4.0, 1.8,162867243987
4.0, 1.8,174072817326
4.0, 1.8,162892108190
4.0, 1.8,172170796056
4.0, 1.8,162313068192
4.0, 1.8,163784155036
4.0, 1.8,166757089890
4.0, 1.8,169959591144
4.0, 1.8,162842594610
4.0, 1.8,164204642608
4.0, 1.8,163966286941
4.0, 1.8,173131998817
4.0, 1.8,178658905054
4.0, 1.8,176550778826
4.0, 1.8,181088223979
4.0, 1.8,174101003922
4.0, 1.8,177611124309
4.0, 1.8,175492933072
4.0, 1.8,172563047912
4.0, 1.8,182524409088
4.0, 1.8,178034763844
4.0, 1.8,180745545377
4.0, 1.8,183659021119
4.0, 1.8,175338867479
4.0, 1.8,173320821274
4.0, 1.8,176018036721
4.0, 1.8,182803821426
4.0, 1.8,185172425998
4.0, 1.8,175623548748
4.0, 1.8,182277016544
4.0, 1.8,160967790921
4.0, 1.8,178618719607
4.0, 1.8,171630369784
4.0, 1.8,173354277021
4.0, 1.8,177505939855
4.0, 1.8,174142125590
4.0, 1.8,185836436972
4.0, 1.8,187215653024
4.0, 1.8,182194960241
4.0, 1.8,181745943632
4.0, 1.8,196835287542
4.0, 1.8,185382361925
4.0, 1.8,183757183164
4.0, 1.8,174022593144
4.0, 1.8,189316956610
4.0, 1.8,181553932228
4.0, 1.8,169131838314
4.0, 1.8,188394418342
4.0, 1.8,190600200532
4.0, 1.8,179067649542
4.0, 1.8,190777998386
4.0, 1.8,185064516514
4.0, 1.8,183681865048
4.0, 1.8,195057551621
4.0, 1.8,177526689599
4.0, 1.8,180798274645
4.0, 1.8,173935046937
4.0, 1.8,189743862678
4.0, 1.8,195704008122
4.0, 1.8,180278951428
4.0, 1.8,201216264267
4.0, 1.8,183492257157
4.0, 1.8,199553177758
4.0, 1.8,182923298235
4.0, 1.8,184391474744
4.0, 1.8,195463314678
4.0, 1.8,198804396506
4.0, 1.8,192439234444
4.0, 1.8,189820266375
4.0, 1.8,182796394227
4.0, 1.8,183417777047
4.0, 1.8,179215070355
4.0, 1.8,193799375168
4.0, 1.8,186203224569
4.0, 1.8,192160207053
4.0, 1.8,184455570091
4.0, 1.8,190196187429
4.0, 1.8,197200184415
4.0, 1.8,178960620380
4.0, 1.8,190823955521
4.0, 1.8,186183415637
4.0, 1.8,190787097845
4.0, 1.8,184055586473
4.0, 1.8,187303014826
4.0, 1.8,181210673209
4.0, 1.8,201824363506
4.0, 1.8,208077261022
4.0, 1.8,187498844445
4.0, 1.8,192558824984
4.0, 1.8,206955559361
4.0, 1.8,200998808821
4.0, 1.8,191189830939
4.0, 1.8,176235908766
4.0, 1.8,198046300320
4.0, 1.8,202621109745
4.0, 1.8,217922974525
4.0, 1.8,201402457811
4.0, 1.8,192577119943
4.0, 1.8,182800561144
4.0, 1.8,192696490799
4.0, 1.8,187011632811
4.0, 1.8,207683411885
4.0, 1.8,198136519613
4.0, 1.8,195457218966
4.0, 1.8,208231643756
4.0, 1.8,195883255125
4.0, 1.8,196473454642
4.0, 1.8,191039454273
4.0, 1.8,187781034212
4.0, 1.8,195323371883
4.0, 1.8,200188336603
4.0, 1.8,195360131417
4.0, 1.8,189335240797
4.0, 1.8,199532312017
4.0, 1.8,204890568238
4.0, 1.8,189108775657
4.0, 1.8,203349814665
4.0, 1.8,205050688124
4.0, 1.8,208006444160
4.0, 1.8,205992329859
4.0, 1.8,212926823758
4.0, 1.8,205809940398
4.0, 1.8,211929814134
4.0, 1.8,204391333611
4.0, 1.8,203927465270
4.0, 1.8,203318077739
4.0, 1.8,206960293292
4.0, 1.8,203201038020
4.0, 1.8,182349806446
4.0, 1.8,220799018813
4.0, 1.8,230849500670
4.0, 1.8,236228337406
4.0, 1.8,241458828630
4.0, 1.8,229917013804
4.0, 1.8,268354737803
4.0, 1.8,262833817561
4.0, 1.8,273043282244
4.0, 1.8,265543803838
4.0, 1.8,250319128051
4.0, 1.8,265450026068
4.0, 1.8,271106923337
4.0, 1.8,290147785862
4.0, 1.8,276478281036
4.0, 1.8,280783493133
4.0, 1.8,285052773875
4.0, 1.8,300221467704
4.0, 1.8,334870959303
4.0, 1.8,334478854100
4.0, 1.8,311661355987
4.0, 3.0,237958191319
4.0, 3.0,237064859196
4.0, 3.0,232723879641
4.0, 3.0,234975965089
4.0, 3.0,256831120958
4.0, 3.0,231626908610
4.0, 3.0,246307407135
4.0, 3.0,256381242074
4.0, 3.0,238246165547
4.0, 3.0,254220408542
4.0, 3.0,256818206779
4.0, 3.0,227483286296
4.0, 3.0,256101458408
4.0, 3.0,248317646683
4.0, 3.0,259244681296
4.0, 3.0,242476409660
4.0, 3.0,263410858523
4.0, 3.0,268794524840
4.0, 3.0,276893262640
4.0, 3.0,260183167938
4.0, 3.0,267083910716
4.0, 3.0,252876290224
4.0, 3.0,258954083497
4.0, 3.0,278043768833
4.0, 3.0,253129686977
4.0, 3.0,258260048676
4.0, 3.0,265075832361
4.0, 3.0,263762836244
4.0, 3.0,262880948393
4.0, 3.0,265137391799
4.0, 3.0,267429902848
4.0, 3.0,269560886903
4.0, 3.0,262660455283
4.0, 3.0,270630916085
