lf,beta,T_time_(ns)
4.0, 0.8,88464910356
4.0, 0.8,89668642456
4.0, 0.8,90834384156
4.0, 0.8,91752392862
4.0, 0.8,92031617536
4.0, 0.8,92134315542
4.0, 0.8,93498693696
4.0, 0.8,93844648745
4.0, 0.8,94891911548
4.0, 0.8,94804642013
4.0, 0.8,95924445782
4.0, 0.8,95984316904
4.0, 0.8,95913218342
4.0, 0.8,97089940200
4.0, 0.8,97118078476
4.0, 0.8,97464111899
4.0, 0.8,97908009097
4.0, 0.8,98731012812
4.0, 0.8,99342798659
4.0, 0.8,99405789878
4.0, 0.8,99691335338
4.0, 0.8,99781876263
4.0, 0.8,99997524314
4.0, 0.8,101252617225
4.0, 0.8,101581009595
4.0, 0.8,101658624386
4.0, 0.8,101801175649
4.0, 0.8,102215968661
4.0, 0.8,102530983021
4.0, 0.8,102808587542
4.0, 0.8,103030003591
4.0, 0.8,103061552819
4.0, 0.8,103876088756
4.0, 0.8,104109214318
4.0, 0.8,104756803681
4.0, 0.8,104839111836
4.0, 0.8,104887138081
4.0, 0.8,105292948405
4.0, 0.8,105311581751
4.0, 0.8,105460730436
4.0, 0.8,105590086092
4.0, 0.8,105699470048
4.0, 0.8,106560840081
4.0, 0.8,106709536841
4.0, 0.8,106951692448
4.0, 0.8,107176987786
4.0, 0.8,107702755110
4.0, 0.8,108050375022
4.0, 0.8,108241904333
4.0, 0.8,108393183789
4.0, 0.8,108402878257
4.0, 0.8,108473469108
4.0, 0.8,108950585129
4.0, 0.8,108977823750
4.0, 0.8,109075650669
4.0, 0.8,109495004749
4.0, 0.8,110132695637
4.0, 0.8,110200816534
4.0, 0.8,110691502148
4.0, 0.8,111126492342
4.0, 0.8,111414289632
4.0, 0.8,112006579343
4.0, 0.8,112753684033
4.0, 0.8,113009988451
4.0, 0.8,113244499133
4.0, 0.8,113632953844
4.0, 0.8,114008025897
4.0, 0.8,114131090132
4.0, 0.8,114162558703
4.0, 0.8,114253568118
4.0, 0.8,114342673246
4.0, 0.8,115085226077
4.0, 0.8,116527726661
4.0, 0.8,117017721779
4.0, 0.8,117358142744
4.0, 0.8,117298090883
4.0, 0.8,117545597175
4.0, 0.8,119392190066
4.0, 0.8,120559976376
4.0, 0.8,125667644721
4.0, 0.8,128573061944
4.0, 0.8,130154175624
4.0, 0.8,134669855888
4.0, 0.8,135545082222
