lf,beta,T_time_(ns)
1.5, 0.1,260515825401
1.5, 0.1,299677106450
1.5, 0.1,304380361430
1.5, 0.1,314987514959
1.5, 0.1,316746023053
1.5, 0.1,321389820595
1.5, 0.1,323638528653
1.5, 0.1,326045610000
1.5, 0.1,327278768973
1.5, 0.1,327272949212
1.5, 0.1,328332433363
1.5, 0.1,329041703287
1.5, 0.1,330918623786
1.5, 0.1,331487157151
1.5, 0.1,332661530006
1.5, 0.1,339603232938
1.5, 0.1,339766086328
1.5, 0.1,339647724443
1.5, 0.1,340594617559
1.5, 0.1,342096002347
1.5, 0.1,342671853154
1.5, 0.1,342587967507
1.5, 0.1,347886747113
1.5, 0.1,349170124543
1.5, 0.1,352255945047
1.5, 0.1,353481542178
1.5, 0.1,354410605514
1.5, 0.1,359462793834
1.5, 0.1,359646050661
1.5, 0.1,362013409210
1.5, 0.1,363078540845
1.5, 0.1,363887018453
1.5, 0.1,365183799679
1.5, 0.1,365344247797
1.5, 0.1,366462165903
1.5, 0.1,367935921251
1.5, 0.1,370906349848
1.5, 0.1,371296649171
1.5, 0.1,371719528262
1.5, 0.1,373710764575
1.5, 0.1,374188553875
1.5, 0.1,376390475780
1.5, 0.1,378468490143
1.5, 0.1,379171780812
1.5, 0.1,379151054889
1.5, 0.1,384226890581
1.5, 0.1,386001781772
1.5, 0.1,388180441808
1.5, 0.1,389387186919
1.5, 0.1,391594598225
1.5, 0.1,392606267960
1.5, 0.1,397065682724
1.5, 0.1,406394808832
1.5, 0.1,408827522028
1.5, 0.1,411265266350
1.5, 0.1,411275130311
1.5, 0.1,411614810594
1.5, 0.1,419929216758
1.5, 0.1,425233805403
1.5, 0.1,431041290677
1.5, 0.1,437855442597
1.5, 0.1,448666205060
1.5, 0.1,457960207138
1.5, 0.1,470834568121
1.5, 0.1,488034807059
1.5, 0.1,490828265434
1.5, 0.1,490991134254
1.5, 0.1,495893859112
1.5, 0.1,502191471252
1.5, 0.1,505729306015
1.5, 0.1,506047824788
1.5, 0.1,513964948962
1.5, 0.1,514037336993
1.5, 0.1,516235229489
1.5, 0.1,518738195722
1.5, 0.1,521520224750
1.5, 0.1,526847190716
1.5, 0.1,526594487840
1.5, 0.1,526908271726
1.5, 0.1,531056301195
1.5, 0.1,537191831807
1.5, 0.1,542712187261
1.5, 0.1,547975569216
1.5, 0.1,548647567110
1.5, 0.1,550282990327
1.5, 0.1,551620600885
1.5, 0.1,556803128105
1.5, 0.1,566055621842
1.5, 0.1,566283742364
1.5, 0.1,571878630952
1.5, 0.1,572450152375
1.5, 0.1,580232328254
1.5, 0.1,587663844401
1.5, 0.1,593097990228
1.5, 0.1,600880568842
