lf,beta,T_time_(ns)
4.0, 1.8,202556082334
4.0, 1.8,205572741789
4.0, 3.0,254587771145
4.0, 3.0,251054562563
4.0, 3.0,252734351295
4.0, 3.0,259098464522
4.0, 3.0,257546328211
4.0, 3.0,251362138934
4.0, 3.0,246375906299
4.0, 3.0,277908590672
4.0, 3.0,276530328456
4.0, 3.0,262053430091
4.0, 3.0,263886356557
4.0, 3.0,250263863244
4.0, 3.0,273264717497
4.0, 3.0,278618858941
4.0, 3.0,267557243354
4.0, 3.0,260878864258
4.0, 3.0,247279835921
4.0, 3.0,281608667851
4.0, 3.0,265052485036
4.0, 3.0,257095243007
4.0, 3.0,276579549778
4.0, 3.0,283421667543
4.0, 3.0,273003611882
4.0, 3.0,278116961513
4.0, 3.0,270157775298
4.0, 3.0,272990674593
4.0, 3.0,265033969855
4.0, 3.0,271055295288
4.0, 3.0,269901661795
4.0, 3.0,272326712876
4.0, 3.0,280121518927
4.0, 3.0,268108356033
4.0, 3.0,267782480204
4.0, 3.0,283050884809
4.0, 3.0,275509500857
4.0, 3.0,292492044587
4.0, 3.0,293110491261
4.0, 3.0,289725519928
4.0, 3.0,261633856569
4.0, 3.0,276198345908
4.0, 3.0,265116328016
4.0, 3.0,280643707516
4.0, 3.0,299458660232
4.0, 3.0,286968992537
4.0, 3.0,289434343446
4.0, 3.0,287852216466
4.0, 3.0,286442399292
4.0, 3.0,308287668281
4.0, 3.0,299904654053
4.0, 3.0,303055689293
4.0, 4.0,304942967370
4.0, 4.0,304911523852
4.0, 4.0,309645271820
4.0, 4.0,295834982557
4.0, 4.0,292786089619
4.0, 4.0,307460672926
4.0, 4.0,279611282935
4.0, 4.0,292911996866
4.0, 4.0,310710260944
4.0, 4.0,294530084051
4.0, 4.0,303374282911
4.0, 4.0,296310053000
4.0, 4.0,306982492549
4.0, 4.0,304691808204
4.0, 4.0,325170368463
4.0, 4.0,310538967543
4.0, 4.0,325241708970
4.0, 4.0,335381743250
4.0, 4.0,305718134114
4.0, 4.0,321564296363
4.0, 4.0,333919236693
4.0, 4.0,332931177673
4.0, 4.0,323633835184
4.0, 4.0,336467797068
4.0, 4.0,320039354976
4.0, 4.0,361509606664
4.0, 4.0,331882294487
4.0, 4.0,323085101374
4.0, 4.0,310840159831
4.0, 4.0,349389423282
4.0, 4.0,356468747178
4.0, 4.0,319965185640
4.0, 4.0,299989992961
4.0, 4.0,331891642495
4.0, 4.0,343721457211
4.0, 4.0,359890321529
4.0, 4.0,332713308542
4.0, 4.0,345625935725
4.0, 4.0,332043663821
4.0, 4.0,347636744706
4.0, 4.0,348604461827
4.0, 4.0,344431561531
4.0, 4.0,333320682210
4.0, 4.0,360913273459
4.0, 4.0,338500656502
4.0, 4.0,351276450616
4.0, 4.0,351059571367
4.0, 4.0,345689531108
4.0, 4.0,345009330996
4.0, 4.0,368694773718
5.0, 0.8,92685896770
5.0, 0.8,95413107590
5.0, 0.8,96468205376
5.0, 0.8,90440202888
5.0, 0.8,102450442273
5.0, 0.8,90638136989
5.0, 0.8,90648004263
5.0, 0.8,93569108480
5.0, 0.8,100913384558
5.0, 0.8,85601884765
5.0, 0.8,93573903873
5.0, 0.8,95425640491
5.0, 0.8,91283317245
5.0, 0.8,92422672150
5.0, 0.8,98966199183
5.0, 0.8,102862883583
5.0, 0.8,103739924506
5.0, 0.8,104969710329
5.0, 0.8,99334805217
5.0, 0.8,93450925694
5.0, 0.8,92153444954
5.0, 0.8,111429702200
5.0, 0.8,110104218834
5.0, 0.8,98574219877
5.0, 0.8,101050030478
5.0, 0.8,105796931222
5.0, 0.8,99237106520
5.0, 0.8,98804574291
5.0, 0.8,91495314399
5.0, 0.8,101943214177
5.0, 0.8,99703804141
5.0, 0.8,99346794140
5.0, 0.8,103865740903
5.0, 0.8,97071965695
5.0, 0.8,100233225614
5.0, 0.8,87248127477
5.0, 0.8,102775182339
5.0, 0.8,112345022617
5.0, 0.8,98565271310
5.0, 0.8,96388552392
5.0, 0.8,108042499028
5.0, 0.8,98542475636
5.0, 0.8,102814107733
5.0, 0.8,104844030481
5.0, 0.8,102706929936
5.0, 0.8,98970628368
5.0, 0.8,119094124285
5.0, 1.8,150101491956
5.0, 0.8,101504768170
5.0, 0.8,106238200993
5.0, 1.8,140111791262
5.0, 0.8,101123579127
5.0, 1.8,159427676130
5.0, 1.8,154154296521
5.0, 1.8,166597863742
5.0, 1.8,149792664165
5.0, 1.8,176194240783
5.0, 1.8,174975264880
5.0, 1.8,164854421902
5.0, 1.8,153435036196
5.0, 1.8,171192570981
5.0, 1.8,159556060723
5.0, 1.8,185234082591
5.0, 1.8,162373947632
5.0, 1.8,169353556352
5.0, 1.8,147788171059
5.0, 1.8,168099559136
5.0, 1.8,166181824147
5.0, 1.8,156990410669
5.0, 1.8,170216614768
5.0, 1.8,172689643564
5.0, 1.8,158397658055
5.0, 1.8,163122194239
5.0, 1.8,162401210660
5.0, 1.8,146424088730
5.0, 1.8,157046657678
5.0, 1.8,157693077765
5.0, 1.8,180878685054
5.0, 1.8,158964378486
5.0, 1.8,162739149226
5.0, 1.8,161276645378
5.0, 1.8,152977294720
5.0, 1.8,176309732690
5.0, 1.8,157649049875
5.0, 1.8,168983824519
5.0, 1.8,175911792077
5.0, 1.8,168256205811
5.0, 1.8,174877900511
5.0, 1.8,169146146786
5.0, 1.8,162966506559
5.0, 1.8,172472925020
5.0, 1.8,165105767546
5.0, 1.8,160723836501
5.0, 1.8,169644290897
5.0, 1.8,171463756145
5.0, 1.8,172531685559
5.0, 1.8,169853739283
5.0, 1.8,173955010493
5.0, 1.8,167346099248
5.0, 1.8,180647226936
5.0, 3.0,219910219309
5.0, 3.0,212308694350
5.0, 3.0,185348494559
5.0, 3.0,223082776342
5.0, 3.0,215138659008
5.0, 3.0,208037121316
5.0, 3.0,248760909525
5.0, 3.0,210450211100
5.0, 3.0,220035448967
5.0, 3.0,214860822574
5.0, 3.0,235689979351
5.0, 3.0,205713432548
5.0, 3.0,237764086527
5.0, 3.0,231795394799
5.0, 3.0,236277552073
5.0, 3.0,236255573027
5.0, 3.0,227780085274
5.0, 3.0,231658351851
5.0, 3.0,220043610635
5.0, 3.0,235166022088
5.0, 3.0,227114187392
5.0, 3.0,211673299850
5.0, 3.0,217698125546
5.0, 3.0,242489518518
5.0, 3.0,223131889080
5.0, 3.0,232134518926
5.0, 3.0,225706434168
5.0, 3.0,233081931067
5.0, 3.0,239434410582
5.0, 3.0,219202834160
5.0, 3.0,200631976898
5.0, 3.0,211668338533
5.0, 3.0,237839247003
5.0, 3.0,229762174091
5.0, 3.0,231958564644
5.0, 3.0,233162737219
5.0, 3.0,238148298195
5.0, 3.0,236032947039
5.0, 3.0,240221699293
5.0, 3.0,223653481039
5.0, 3.0,216770235328
5.0, 3.0,221922164608
5.0, 3.0,214047297799
5.0, 3.0,245381360411
5.0, 3.0,243098522991
5.0, 3.0,225263677434
5.0, 3.0,217301319307
5.0, 3.0,241661358081
5.0, 3.0,224628324433
5.0, 3.0,232095152968
5.0, 4.0,272836339060
5.0, 4.0,303987942106
5.0, 4.0,276399802677
5.0, 4.0,308837359487
5.0, 4.0,290645110379
5.0, 4.0,248874240313
5.0, 4.0,287495650946
5.0, 4.0,298585004578
5.0, 4.0,300061087168
5.0, 4.0,300639191157
5.0, 4.0,295157559207
5.0, 4.0,302689708067
5.0, 4.0,312595698737
5.0, 4.0,298006689825
5.0, 4.0,291908115665
5.0, 4.0,286404584776
5.0, 4.0,303590941138
5.0, 4.0,305511631077
5.0, 4.0,335796930105
5.0, 4.0,360715279326
5.0, 4.0,304499786077
5.0, 4.0,281163679486
5.0, 4.0,285616942976
5.0, 4.0,272314548911
5.0, 4.0,305662780273
5.0, 4.0,312830536116
5.0, 4.0,303584049465
5.0, 4.0,310825687936
5.0, 4.0,299077657693
5.0, 4.0,295623354281
5.0, 4.0,328103897340
5.0, 4.0,310930932794
5.0, 4.0,291917243048
5.0, 4.0,312444916544
5.0, 4.0,307631239325
5.0, 4.0,338782551406
5.0, 4.0,346573394220
5.0, 4.0,325530082889
5.0, 4.0,317151591719
5.0, 4.0,321546823847
5.0, 4.0,304072946220
5.0, 4.0,319651224541
5.0, 4.0,328041952368
5.0, 4.0,346089676428
5.0, 4.0,341737520688
5.0, 4.0,309648309970
5.0, 4.0,309534963598
5.0, 4.0,306243736115
5.0, 4.0,371167450366
5.0, 4.0,371594314795
6.0, 0.8,79851894958
6.0, 0.8,77613711171
6.0, 0.8,82967547114
6.0, 0.8,84953665620
6.0, 0.8,109396903053
6.0, 0.8,85548099778
6.0, 0.8,94101340169
6.0, 0.8,89456796438
6.0, 0.8,97945989559
6.0, 0.8,101453158263
6.0, 0.8,94494389829
6.0, 0.8,89187943646
6.0, 0.8,105463303114
6.0, 0.8,98022459393
6.0, 1.8,128898379388
6.0, 0.8,79101466317
6.0, 0.8,85568798670
6.0, 0.8,102664678208
6.0, 0.8,92083334416
6.0, 0.8,91382503228
6.0, 0.8,100320203866
6.0, 0.8,86019267953
6.0, 0.8,83952771912
6.0, 0.8,91575570900
6.0, 0.8,90411889079
6.0, 0.8,98215835973
6.0, 0.8,90614907790
6.0, 0.8,93239531084
6.0, 0.8,96465900656
6.0, 0.8,98073290814
6.0, 0.8,105215221534
6.0, 1.8,134749977575
6.0, 0.8,93115259676
6.0, 1.8,129085602211
6.0, 0.8,99048322543
6.0, 0.8,100688944546
6.0, 0.8,89244603530
6.0, 1.8,148116132238
6.0, 0.8,93985241051
6.0, 0.8,99685299000
6.0, 0.8,98688131109
6.0, 0.8,93313531312
6.0, 0.8,93210766467
6.0, 0.8,86366679363
6.0, 0.8,88561078069
6.0, 0.8,98532652132
6.0, 1.8,152536448905
6.0, 0.8,89194137807
6.0, 0.8,86843700112
6.0, 0.8,104757325842
6.0, 0.8,97014890619
6.0, 0.8,88581183976
6.0, 1.8,156056758795
6.0, 0.8,84422880463
6.0, 0.8,95701844180
6.0, 1.8,145871896018
6.0, 1.8,130907590378
6.0, 1.8,143674478836
6.0, 1.8,151864933033
6.0, 1.8,161286463269
6.0, 1.8,161081497338
6.0, 1.8,139795985967
6.0, 1.8,147040889945
6.0, 1.8,146119336978
6.0, 1.8,157541113555
6.0, 1.8,151908906223
6.0, 1.8,143883989506
6.0, 1.8,151524085627
6.0, 1.8,135148987117
6.0, 1.8,148989889780
6.0, 1.8,145143970220
6.0, 1.8,150497652216
6.0, 1.8,148951900264
6.0, 1.8,142882605706
6.0, 0.8,98780092174
6.0, 1.8,153839917278
6.0, 1.8,148183816798
6.0, 1.8,157565455192
6.0, 1.8,161175524920
6.0, 1.8,141924270549
6.0, 1.8,142272173613
6.0, 3.0,187007607370
6.0, 1.8,163268157633
6.0, 1.8,152984685907
6.0, 1.8,148873185341
6.0, 1.8,147770756160
6.0, 1.8,138938309949
6.0, 1.8,168791295249
6.0, 1.8,151299202179
6.0, 1.8,150925128490
6.0, 1.8,156568053243
6.0, 3.0,184972996939
6.0, 1.8,150586363867
6.0, 3.0,180403800643
6.0, 1.8,141647568134
6.0, 1.8,149059386651
6.0, 1.8,157933917971
6.0, 3.0,191514896490
6.0, 1.8,161294783169
6.0, 1.8,160374721483
6.0, 1.8,147048917510
6.0, 1.8,145792455175
6.0, 1.8,161935680387
6.0, 3.0,204088440022
6.0, 3.0,198424179876
6.0, 3.0,220598104105
6.0, 1.8,147299460132
6.0, 3.0,210441485235
6.0, 3.0,184131212884
6.0, 3.0,209760209638
6.0, 3.0,195877679769
6.0, 3.0,211832867496
6.0, 3.0,188478112069
6.0, 3.0,190182970807
6.0, 3.0,194408762932
6.0, 3.0,193328121150
6.0, 3.0,198718271197
6.0, 3.0,210037317341
6.0, 3.0,202655241765
6.0, 3.0,213940029926
6.0, 3.0,193999988068
6.0, 3.0,188519836284
6.0, 3.0,194341451326
6.0, 3.0,214462150585
6.0, 3.0,189652264885
6.0, 3.0,201855188930
6.0, 3.0,211407937723
6.0, 3.0,198878386772
6.0, 3.0,245562998664
6.0, 3.0,236880293877
6.0, 3.0,211839089349
6.0, 3.0,194654647773
6.0, 3.0,222251782848
6.0, 3.0,216253859932
6.0, 3.0,200942101485
6.0, 3.0,199867405490
6.0, 3.0,207441845756
6.0, 3.0,209977344032
6.0, 3.0,194383412654
6.0, 3.0,207289850765
6.0, 3.0,199148024484
6.0, 3.0,182989795992
6.0, 4.0,249605432631
6.0, 4.0,223741837062
6.0, 3.0,199309855890
6.0, 3.0,229188239702
6.0, 3.0,201127425882
6.0, 3.0,223729102518
6.0, 3.0,212452870373
6.0, 4.0,223766613662
6.0, 4.0,241614879848
6.0, 3.0,304229128410
6.0, 3.0,227556993796
6.0, 3.0,193306900674
6.0, 4.0,244258680416
6.0, 4.0,269626892469
6.0, 4.0,256029272552
6.0, 4.0,238816765747
6.0, 4.0,239708455975
6.0, 4.0,275261653567
6.0, 4.0,255053813499
6.0, 4.0,246964738375
6.0, 4.0,272033130140
6.0, 4.0,270025218223
6.0, 4.0,264693219588
6.0, 4.0,242146605854
6.0, 4.0,261702902472
6.0, 4.0,261820390478
6.0, 4.0,250758845179
6.0, 4.0,255515723363
6.0, 4.0,285283764304
6.0, 4.0,247421613154
6.0, 4.0,274608982537
6.0, 4.0,234971141023
6.0, 4.0,267242571832
6.0, 4.0,241604779081
6.0, 4.0,273672796472
6.0, 4.0,248184263373
6.0, 4.0,262157104255
6.0, 4.0,259509183602
6.0, 4.0,294348152127
6.0, 4.0,240886834189
6.0, 4.0,234205621360
6.0, 4.0,274605188969
6.0, 4.0,248441639870
6.0, 4.0,264354338163
6.0, 4.0,249675088559
6.0, 4.0,259405758546
6.0, 4.0,247988821638
6.0, 4.0,265143240695
6.0, 4.0,272642160914
6.0, 4.0,293979376886
6.0, 4.0,264642094975
6.0, 4.0,268853228846
6.0, 4.0,258701808128
6.0, 4.0,264008599273
6.0, 4.0,254461174547
6.0, 4.0,297967016300
6.0, 4.0,264473934150
6.0, 4.0,412045276688
7.0, 0.8,76613997917
7.0, 0.8,76381628350
7.0, 0.8,84107964575
7.0, 0.8,87504172020
7.0, 0.8,84965491431
7.0, 1.8,128444476319
7.0, 0.8,96035033624
7.0, 1.8,140997088650
7.0, 1.8,120230504919
7.0, 0.8,86567423089
7.0, 0.8,90526476847
7.0, 1.8,127380747105
7.0, 0.8,84448319909
7.0, 0.8,98200662426
7.0, 0.8,85406031155
7.0, 0.8,82997402429
7.0, 0.8,95888493712
7.0, 0.8,84605125228
7.0, 0.8,85440343118
7.0, 0.8,86336577137
7.0, 0.8,78754740343
7.0, 0.8,94840889503
7.0, 0.8,85988312522
7.0, 0.8,90003284088
7.0, 0.8,96850071581
7.0, 0.8,87060045357
7.0, 0.8,94898572345
7.0, 0.8,78864152455
7.0, 0.8,89197425655
7.0, 0.8,85184943041
7.0, 0.8,77185161186
7.0, 0.8,83145998625
7.0, 0.8,93393824463
7.0, 0.8,91577411526
7.0, 0.8,95902780778
7.0, 0.8,87270399046
7.0, 0.8,93231084921
7.0, 0.8,92098381271
7.0, 0.8,92491640527
7.0, 0.8,94645803324
7.0, 0.8,89136282328
7.0, 0.8,92281046490
7.0, 1.8,138161529878
7.0, 0.8,87974384839
7.0, 0.8,78909646241
7.0, 0.8,99665920748
7.0, 0.8,78270964109
7.0, 1.8,146127105647
7.0, 0.8,87374059231
7.0, 0.8,86748057471
7.0, 0.8,91356700007
7.0, 0.8,82728130315
7.0, 0.8,80469519169
7.0, 3.0,170137855863
7.0, 1.8,137098615683
7.0, 1.8,142640699104
7.0, 1.8,152301848418
7.0, 1.8,141288202885
7.0, 0.8,84905572979
7.0, 1.8,149677122485
7.0, 1.8,148596620929
7.0, 1.8,139079909425
7.0, 1.8,133171958095
7.0, 1.8,149617203709
7.0, 1.8,137291683682
7.0, 0.8,95570278358
7.0, 1.8,147095778412
7.0, 3.0,178393643440
7.0, 1.8,127044631204
7.0, 1.8,153090397393
7.0, 1.8,135262514770
7.0, 1.8,148518732785
7.0, 3.0,199244304419
7.0, 1.8,152606180945
7.0, 1.8,141301989041
7.0, 1.8,131039660971
7.0, 3.0,190143587969
7.0, 1.8,145593143626
7.0, 1.8,141184328873
7.0, 1.8,139542369865
7.0, 1.8,142900608872
7.0, 1.8,141699948526
7.0, 1.8,124770585498
7.0, 1.8,149823780069
7.0, 1.8,148817107502
7.0, 1.8,140051686321
7.0, 1.8,147615491058
7.0, 1.8,148996633821
7.0, 1.8,141052709887
7.0, 1.8,139412960853
7.0, 1.8,148558703075
7.0, 1.8,141744810952
7.0, 1.8,142395888495
7.0, 1.8,142860200937
7.0, 1.8,133423532719
7.0, 1.8,133684653605
7.0, 1.8,141841005712
7.0, 1.8,142350637100
7.0, 1.8,140404671753
7.0, 1.8,146945346870
7.0, 1.8,150715996181
7.0, 3.0,213626545693
7.0, 1.8,164406083297
7.0, 4.0,194123540581
7.0, 3.0,194738318619
7.0, 3.0,216715568659
7.0, 3.0,190373252765
7.0, 3.0,185426987429
7.0, 0.8,95988714265
7.0, 3.0,193776844769
7.0, 3.0,207104211363
7.0, 3.0,191974509414
7.0, 3.0,209099018099
7.0, 3.0,190841375842
7.0, 3.0,169024528460
7.0, 4.0,200727324922
7.0, 3.0,198943768897
7.0, 3.0,220037137160
7.0, 3.0,209883496463
7.0, 3.0,192489558571
7.0, 4.0,196756390920
7.0, 3.0,235826375406
7.0, 3.0,198817384754
7.0, 4.0,194751843623
7.0, 3.0,184099972921
7.0, 3.0,211234012972
7.0, 3.0,222025615782
7.0, 3.0,213437694630
7.0, 3.0,174254829709
7.0, 3.0,190395027582
7.0, 3.0,199753973006
7.0, 3.0,211001466113
7.0, 3.0,198747789006
7.0, 3.0,229347798636
7.0, 3.0,185887094078
7.0, 3.0,206699338295
7.0, 3.0,204260857614
7.0, 3.0,207396419336
7.0, 3.0,196040306558
7.0, 3.0,207729502258
7.0, 3.0,193533281524
7.0, 3.0,215720910518
7.0, 3.0,199789127656
7.0, 3.0,178458793267
7.0, 3.0,201911620914
7.0, 3.0,199387207830
7.0, 3.0,197598422490
7.0, 3.0,222850616266
7.0, 3.0,187412826664
7.0, 1.8,144894952472
7.0, 3.0,191099839588
7.0, 3.0,229348128040
7.0, 3.0,207622394548
7.0, 4.0,206195623426
7.0, 4.0,232404326036
7.0, 4.0,210626375298
7.0, 4.0,203757563417
7.0, 4.0,216538674881
7.0, 4.0,209304606878
7.0, 4.0,204049599308
7.0, 4.0,220662488418
7.0, 4.0,225702133693
7.0, 4.0,230258564796
7.0, 4.0,210720257716
7.0, 4.0,237624163306
7.0, 4.0,210297176319
7.0, 4.0,213204136308
7.0, 4.0,209853614696
7.0, 4.0,215991358384
7.0, 4.0,196824868042
7.0, 4.0,212229825520
7.0, 4.0,217450476582
7.0, 4.0,240238715529
7.0, 4.0,206916557126
7.0, 4.0,219357928426
7.0, 4.0,221101185244
7.0, 4.0,230145828367
7.0, 4.0,217993614657
7.0, 4.0,220895833791
7.0, 4.0,206857807607
7.0, 4.0,239655648065
7.0, 4.0,211057641257
7.0, 4.0,232605004938
7.0, 4.0,217315872929
7.0, 4.0,210853761376
7.0, 4.0,201716414144
7.0, 4.0,213866938495
7.0, 4.0,224916757254
7.0, 4.0,229611502310
7.0, 4.0,203890424315
7.0, 4.0,208255585965
7.0, 4.0,221903231444
7.0, 4.0,218529391412
7.0, 4.0,228403686407
7.0, 4.0,219012020848
7.0, 3.0,198556715755
7.0, 4.0,221300914983
7.0, 4.0,236817033815
7.0, 4.0,226880471264
7.0, 4.0,206506320729
8.0, 0.8,65433465311
8.0, 0.8,78208551331
8.0, 0.8,70250305219
8.0, 0.8,82718504199
8.0, 1.8,142029803502
8.0, 1.8,116797410871
8.0, 1.8,120149814056
8.0, 1.8,112243878555
8.0, 0.8,78725539852
8.0, 0.8,82540345000
8.0, 0.8,88980388537
8.0, 0.8,92959058222
8.0, 0.8,83267519322
8.0, 0.8,87057840810
8.0, 0.8,81052454918
8.0, 0.8,78789117812
8.0, 0.8,76063191189
8.0, 0.8,75196755631
8.0, 0.8,82450193660
8.0, 0.8,85111215458
8.0, 0.8,94124533156
8.0, 0.8,91005878791
8.0, 0.8,95077248395
8.0, 0.8,77564236750
8.0, 3.0,149185199474
8.0, 0.8,85887552942
8.0, 0.8,97630101446
8.0, 0.8,84247656400
8.0, 0.8,76517139702
8.0, 0.8,97705936421
8.0, 0.8,93772663934
8.0, 0.8,80493740395
8.0, 0.8,87511980480
8.0, 0.8,82667369391
8.0, 0.8,85269005831
8.0, 0.8,83076477829
8.0, 0.8,88655102356
8.0, 0.8,84031798196
8.0, 3.0,156933886196
8.0, 0.8,88574864223
8.0, 0.8,83504441451
8.0, 0.8,84540421798
8.0, 0.8,83971944238
8.0, 0.8,89678225056
8.0, 0.8,81736529123
8.0, 3.0,176029594322
8.0, 0.8,77064861492
8.0, 3.0,165941099743
8.0, 0.8,90143455675
8.0, 0.8,74902118170
8.0, 0.8,78428070086
8.0, 0.8,81320129208
8.0, 1.8,139820467679
8.0, 0.8,79257013296
8.0, 0.8,93978733946
8.0, 1.8,136053005386
8.0, 1.8,132055893443
8.0, 1.8,123930621479
8.0, 1.8,143534447942
8.0, 1.8,128920828934
8.0, 1.8,146942532237
8.0, 1.8,142130611350
8.0, 1.8,132927680176
8.0, 1.8,130979438900
8.0, 1.8,133158272874
8.0, 0.8,93518123134
8.0, 1.8,128543051136
8.0, 1.8,150769926776
8.0, 1.8,140573146450
8.0, 0.8,78584041741
8.0, 1.8,134287502072
8.0, 1.8,140529401420
8.0, 1.8,147093251629
8.0, 1.8,117256560965
8.0, 1.8,122592737727
8.0, 1.8,138405685778
8.0, 1.8,126464790711
8.0, 1.8,129512010866
8.0, 1.8,148054419332
8.0, 1.8,132280583293
8.0, 1.8,131172474445
8.0, 1.8,140411708569
8.0, 1.8,138072219835
8.0, 1.8,142313987842
8.0, 1.8,149912359301
8.0, 0.8,94184867730
8.0, 1.8,138346586255
8.0, 1.8,135821973828
8.0, 1.8,129404592987
8.0, 1.8,147147692535
8.0, 1.8,142843303499
8.0, 1.8,140266061578
8.0, 1.8,123742242367
8.0, 4.0,192206834288
8.0, 1.8,131339736342
8.0, 1.8,124004419078
8.0, 1.8,126706328743
8.0, 1.8,146565611625
8.0, 1.8,146896527204
8.0, 1.8,152441132041
8.0, 4.0,194289917651
8.0, 4.0,190595547971
8.0, 4.0,190790518506
8.0, 3.0,181617491597
8.0, 1.8,137526565146
8.0, 3.0,175575214873
8.0, 1.8,127487566862
8.0, 3.0,186285329736
8.0, 3.0,176166612854
8.0, 3.0,176815657539
8.0, 3.0,188285423190
8.0, 3.0,173877641565
8.0, 3.0,180569402294
8.0, 0.8,81156978516
8.0, 3.0,173184531064
8.0, 3.0,184702680402
8.0, 3.0,179897356261
8.0, 3.0,166226017544
8.0, 3.0,185021752781
8.0, 3.0,196208763337
8.0, 1.8,141540354141
8.0, 3.0,175831120996
8.0, 3.0,157873690698
8.0, 3.0,175031715670
8.0, 3.0,186163006966
8.0, 3.0,157556610769
8.0, 3.0,201431730243
8.0, 3.0,188022319584
8.0, 3.0,179793151153
8.0, 3.0,193881642170
8.0, 3.0,189028650864
8.0, 3.0,177882607738
8.0, 3.0,170379487074
8.0, 3.0,190479972145
8.0, 3.0,188781474262
8.0, 3.0,195584857761
8.0, 3.0,196186820232
8.0, 3.0,187951224390
8.0, 3.0,166067235786
8.0, 3.0,192259869526
8.0, 3.0,197141702497
8.0, 3.0,178733483075
8.0, 3.0,184413883829
8.0, 3.0,193676923053
8.0, 3.0,173842078061
8.0, 3.0,180514304778
8.0, 3.0,172799936302
8.0, 3.0,199892506990
8.0, 3.0,208460284478
8.0, 1.8,120986040350
8.0, 3.0,175373841958
8.0, 3.0,194985548208
8.0, 4.0,179057264241
8.0, 4.0,198154521302
8.0, 4.0,188163493717
8.0, 4.0,219332077745
8.0, 4.0,216585504650
8.0, 4.0,208734975830
8.0, 4.0,231543951520
8.0, 4.0,194865203628
8.0, 3.0,180102075090
8.0, 4.0,234077934107
8.0, 4.0,201181723292
8.0, 4.0,189048320165
8.0, 4.0,211301148824
8.0, 4.0,208085264945
8.0, 4.0,191497474754
8.0, 4.0,194320709961
8.0, 4.0,215292536877
8.0, 4.0,212844113147
8.0, 4.0,214924512278
8.0, 4.0,218701918586
8.0, 4.0,173445447250
8.0, 4.0,189732259961
8.0, 4.0,196015480304
8.0, 4.0,215509733429
8.0, 4.0,223306222268
8.0, 4.0,217178275919
8.0, 4.0,209976857506
8.0, 4.0,197332793379
8.0, 4.0,229929974237
8.0, 4.0,187048428880
8.0, 4.0,223173189022
8.0, 4.0,211962752114
8.0, 4.0,180438316398
8.0, 4.0,183558474067
8.0, 4.0,191843033997
8.0, 4.0,194531362361
8.0, 4.0,214697114076
8.0, 4.0,203901782747
8.0, 3.0,166314591969
8.0, 4.0,197125756470
8.0, 4.0,188457192591
8.0, 4.0,211989706954
8.0, 4.0,222953433225
8.0, 4.0,210504472044
8.0, 4.0,196340596624
