t_1,N_1,t_2,N_2,t_3,N_3,t_4,N_4,t_5,N_5,t_6,N_6,t_7,N_7,t_8,N_8,t_9,N_9,t_10,N_10
0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100,0.0,100.0
0.0,97.0,0.0,99.0,0.0001,94.0,0.0,98.0,0.0,96.0,0.0,98.0,0.0,98.0,0.0,99.0,0.0,99,0.0,99.0
0.0001,96.0,0.0001,97.0,0.0002,91.0,0.0001,97.0,0.0001,93.0,0.0002,92.0,0.0001,96.0,0.0001,96.0,0.0001,96,0.0002,94.0
0.0002,93.0,0.0002,91.0,0.00030000000000000003,89.0,0.0002,93.0,0.0002,90.0,0.00030000000000000003,89.0,0.0002,94.0,0.0002,92.0,0.0002,94,0.00030000000000000003,86.0
0.00030000000000000003,91.0,0.00030000000000000003,88.0,0.0004,87.0,0.00030000000000000003,89.0,0.00030000000000000003,89.0,0.0004,87.0,0.00030000000000000003,91.0,0.00030000000000000003,91.0,0.00030000000000000003,93,0.0004,85.0
0.0004,83.0,0.0004,85.0,0.0005,83.0,0.0005,87.0,0.0005,84.0,0.0005,85.0,0.0004,86.0,0.0004,90.0,0.0004,87,0.0005,83.0
0.0005,81.0,0.0005,83.0,0.0006000000000000001,81.0,0.0006000000000000001,84.0,0.0006000000000000001,81.0,0.0006000000000000001,82.0,0.0005,83.0,0.0005,86.0,0.0005,85,0.0006000000000000001,82.0
0.0006000000000000001,80.0,0.0006000000000000001,80.0,0.0008000000000000001,79.0,0.0007000000000000001,83.0,0.0007000000000000001,79.0,0.0007000000000000001,80.0,0.0006000000000000001,81.0,0.0006000000000000001,84.0,0.0006000000000000001,83,0.0007000000000000001,81.0
0.0008000000000000001,79.0,0.0007000000000000001,78.0,0.0010000000000000002,77.0,0.0009000000000000002,81.0,0.0008000000000000001,78.0,0.0008000000000000001,79.0,0.0007000000000000001,77.0,0.0007000000000000001,82.0,0.0008000000000000001,80,0.0008000000000000001,79.0
0.0009000000000000002,78.0,0.0008000000000000001,75.0,0.0014000000000000004,75.0,0.0010000000000000002,78.0,0.0009000000000000002,76.0,0.0009000000000000002,78.0,0.0008000000000000001,76.0,0.0008000000000000001,81.0,0.0009000000000000002,79,0.0009000000000000002,78.0
0.0010000000000000002,77.0,0.0009000000000000002,74.0,0.0017000000000000006,74.0,0.0011000000000000003,76.0,0.0010000000000000002,74.0,0.0010000000000000002,76.0,0.0009000000000000002,71.0,0.0009000000000000002,80.0,0.0011000000000000003,78,0.0010000000000000002,76.0
0.0011000000000000003,74.0,0.0010000000000000002,73.0,0.0018000000000000006,73.0,0.0013000000000000004,72.0,0.0012000000000000003,73.0,0.0011000000000000003,74.0,0.0010000000000000002,70.0,0.0010000000000000002,77.0,0.0014000000000000004,77,0.0011000000000000003,74.0
0.0012000000000000003,73.0,0.0011000000000000003,72.0,0.0019000000000000006,71.0,0.0014000000000000004,71.0,0.0013000000000000004,71.0,0.0012000000000000003,73.0,0.0011000000000000003,68.0,0.0011000000000000003,75.0,0.0015000000000000005,76,0.0012000000000000003,72.0
0.0013000000000000004,72.0,0.0012000000000000003,71.0,0.0020000000000000005,70.0,0.0015000000000000005,68.0,0.0014000000000000004,69.0,0.0013000000000000004,70.0,0.0012000000000000003,67.0,0.0012000000000000003,74.0,0.0018000000000000006,75,0.0013000000000000004,70.0
0.0014000000000000004,70.0,0.0013000000000000004,68.0,0.0021000000000000003,69.0,0.0016000000000000005,67.0,0.0015000000000000005,68.0,0.0014000000000000004,69.0,0.0013000000000000004,64.0,0.0013000000000000004,72.0,0.0019000000000000006,74,0.0014000000000000004,68.0
0.0015000000000000005,69.0,0.0014000000000000004,66.0,0.0022,68.0,0.0019000000000000006,66.0,0.0016000000000000005,67.0,0.0022,68.0,0.0014000000000000004,63.0,0.0014000000000000004,70.0,0.0020000000000000005,73,0.0017000000000000006,66.0
0.0018000000000000006,68.0,0.0015000000000000005,64.0,0.0023,67.0,0.0022,65.0,0.0017000000000000006,66.0,0.0024,67.0,0.0015000000000000005,61.0,0.0015000000000000005,69.0,0.0022,72,0.0018000000000000006,64.0
0.0020000000000000005,66.0,0.0016000000000000005,62.0,0.002899999999999999,66.0,0.0024999999999999996,64.0,0.0019000000000000006,65.0,0.0025999999999999994,66.0,0.0017000000000000006,59.0,0.0018000000000000006,66.0,0.0024,71,0.0020000000000000005,63.0
0.0024,65.0,0.0023,61.0,0.003399999999999998,65.0,0.002899999999999999,63.0,0.0023,64.0,0.0026999999999999993,64.0,0.0019000000000000006,57.0,0.0020000000000000005,65.0,0.0024999999999999996,70,0.0021000000000000003,61.0
0.0024999999999999996,64.0,0.0024,60.0,0.0035999999999999977,63.0,0.003499999999999998,62.0,0.0024999999999999996,63.0,0.002899999999999999,63.0,0.0023,56.0,0.0021000000000000003,63.0,0.0026999999999999993,69,0.0024,60.0
0.002799999999999999,63.0,0.0024999999999999996,59.0,0.004199999999999998,62.0,0.0037999999999999974,61.0,0.0029999999999999988,62.0,0.0029999999999999988,61.0,0.004099999999999998,55.0,0.0023,62.0,0.002799999999999999,68,0.0031999999999999984,59.0
0.0032999999999999982,62.0,0.002799999999999999,58.0,0.004299999999999998,61.0,0.0039999999999999975,60.0,0.0037999999999999974,61.0,0.0030999999999999986,60.0,0.004199999999999998,53.0,0.002799999999999999,61.0,0.002899999999999999,67,0.0037999999999999974,58.0
0.003499999999999998,61.0,0.0029999999999999988,56.0,0.004599999999999999,60.0,0.004599999999999999,59.0,0.0038999999999999972,60.0,0.0031999999999999984,59.0,0.004299999999999998,51.0,0.0031999999999999984,60.0,0.0031999999999999984,65,0.0038999999999999972,56.0
0.0038999999999999972,60.0,0.0031999999999999984,55.0,0.005300000000000001,59.0,0.004699999999999999,58.0,0.0039999999999999975,59.0,0.0035999999999999977,58.0,0.0043999999999999985,50.0,0.0032999999999999982,59.0,0.0032999999999999982,64,0.005600000000000002,55.0
0.006200000000000003,59.0,0.0032999999999999982,54.0,0.005600000000000002,58.0,0.005,57.0,0.004499999999999999,58.0,0.0043999999999999985,57.0,0.004499999999999999,49.0,0.0035999999999999977,58.0,0.0037999999999999974,62,0.006800000000000005,54.0
0.006800000000000005,58.0,0.003399999999999998,53.0,0.006100000000000003,57.0,0.0051,56.0,0.004599999999999999,57.0,0.005700000000000002,56.0,0.005700000000000002,48.0,0.0037999999999999974,57.0,0.004299999999999998,61,0.007600000000000007,53.0
0.008300000000000005,57.0,0.003499999999999998,51.0,0.007700000000000007,56.0,0.010599999999999991,55.0,0.005700000000000002,56.0,0.0059000000000000025,55.0,0.005800000000000002,47.0,0.0038999999999999972,56.0,0.0051,60,0.0091,52.0
0.010099999999999994,56.0,0.0039999999999999975,50.0,0.008300000000000005,54.0,0.011199999999999988,54.0,0.006200000000000003,55.0,0.006100000000000003,54.0,0.006600000000000004,46.0,0.004499999999999999,55.0,0.005500000000000001,59,0.0092,51.0
0.01069999999999999,55.0,0.004299999999999998,49.0,0.0091,53.0,0.017799999999999948,53.0,0.006400000000000004,53.0,0.006200000000000003,52.0,0.006800000000000005,45.0,0.004599999999999999,53.0,0.006100000000000003,58,0.011299999999999987,50.0
0.01079999999999999,54.0,0.004599999999999999,48.0,0.0093,52.0,0.018099999999999946,52.0,0.007900000000000008,51.0,0.0063000000000000035,51.0,0.008200000000000006,44.0,0.004699999999999999,51.0,0.006600000000000004,57,0.011499999999999986,49.0
0.013599999999999973,53.0,0.005,47.0,0.009799999999999996,50.0,0.018399999999999944,51.0,0.009999999999999995,50.0,0.010199999999999994,50.0,0.01569999999999996,43.0,0.005300000000000001,49.0,0.007000000000000005,56,0.01599999999999996,48.0
0.016699999999999954,52.0,0.005700000000000002,46.0,0.01079999999999999,49.0,0.018499999999999944,50.0,0.010099999999999994,49.0,0.01249999999999998,49.0,0.01729999999999995,42.0,0.006400000000000004,48.0,0.007700000000000007,55,0.01749999999999995,47.0
0.01729999999999995,51.0,0.006000000000000003,45.0,0.012199999999999982,48.0,0.01909999999999994,49.0,0.012799999999999978,48.0,0.013399999999999974,48.0,0.023399999999999914,41.0,0.008000000000000007,47.0,0.008300000000000005,54,0.018499999999999944,46.0
0.01739999999999995,50.0,0.006100000000000003,44.0,0.01259999999999998,47.0,0.019399999999999938,48.0,0.019499999999999938,47.0,0.01589999999999996,47.0,0.025999999999999898,40.0,0.008400000000000005,46.0,0.008800000000000002,53,0.02049999999999993,45.0
0.01899999999999994,49.0,0.007000000000000005,43.0,0.022699999999999918,46.0,0.021299999999999927,47.0,0.02089999999999993,46.0,0.01729999999999995,46.0,0.026299999999999896,39.0,0.010099999999999994,45.0,0.009399999999999999,52,0.02429999999999991,44.0
0.021299999999999927,48.0,0.007900000000000008,42.0,0.024499999999999907,45.0,0.038100000000000064,46.0,0.021899999999999923,45.0,0.02259999999999992,45.0,0.03199999999999989,38.0,0.01089999999999999,44.0,0.009799999999999996,51,0.026999999999999892,43.0
0.025199999999999903,47.0,0.008000000000000007,41.0,0.030299999999999872,44.0,0.040900000000000145,45.0,0.02889999999999988,44.0,0.02739999999999989,44.0,0.03349999999999993,37.0,0.01239999999999998,43.0,0.010599999999999991,50,0.027799999999999887,42.0
0.0256999999999999,46.0,0.008100000000000007,40.0,0.03970000000000011,43.0,0.04150000000000016,44.0,0.029499999999999877,43.0,0.03690000000000003,43.0,0.052800000000000485,36.0,0.01249999999999998,42.0,0.01069999999999999,49,0.03129999999999987,41.0
