t_1,N_1,t_2,N_2,t_3,N_3,t_4,N_4,t_5,N_5,t_6,N_6,t_7,N_7,t_8,N_8,t_9,N_9,t_10,N_10
0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100,0.0,100.0,0.0,100.0
3.5e-05,99.0,5.099999999999995e-05,99.0,4.9999999999999955e-05,99.0,3.699999999999999e-05,99.0,3.4e-05,99.0,5.2999999999999947e-05,99.0,8.099999999999987e-05,99.0,3.2000000000000005e-05,99,5.799999999999993e-05,99.0,6.89999999999999e-05,99.0
5.099999999999995e-05,98.0,8.599999999999985e-05,98.0,5.999999999999993e-05,98.0,6.199999999999992e-05,98.0,4.799999999999996e-05,97.0,6.299999999999992e-05,98.0,0.00010099999999999981,98.0,9.099999999999984e-05,98,7.499999999999989e-05,98.0,8.199999999999987e-05,98.0
7.09999999999999e-05,97.0,9.399999999999983e-05,97.0,6.699999999999991e-05,97.0,7.799999999999988e-05,97.0,6.499999999999991e-05,96.0,6.699999999999991e-05,97.0,0.0001029999999999998,97.0,9.599999999999983e-05,97,0.00011099999999999978,97.0,9.599999999999983e-05,97.0
9.299999999999983e-05,96.0,0.00010199999999999981,96.0,9.399999999999983e-05,96.0,7.899999999999987e-05,96.0,8.099999999999987e-05,95.0,9.299999999999983e-05,96.0,0.0001059999999999998,96.0,0.00011999999999999976,96,0.00013399999999999973,96.0,0.00010099999999999981,96.0
0.00010999999999999979,95.0,0.00013699999999999973,95.0,0.00013499999999999973,95.0,8.099999999999987e-05,95.0,8.299999999999986e-05,94.0,0.0001049999999999998,95.0,0.00011499999999999977,95.0,0.00012599999999999976,95,0.00017299999999999962,95.0,0.0001039999999999998,95.0
0.00011699999999999977,94.0,0.0001419999999999997,94.0,0.00013799999999999972,94.0,8.199999999999987e-05,94.0,0.00010199999999999981,93.0,0.00010999999999999979,94.0,0.0001459999999999997,94.0,0.00013099999999999974,94,0.00021199999999999952,94.0,0.00013199999999999974,94.0
0.00011999999999999976,92.0,0.0001429999999999997,93.0,0.0001419999999999997,93.0,8.299999999999986e-05,93.0,0.0001029999999999998,92.0,0.00011299999999999978,93.0,0.0001499999999999997,93.0,0.00015399999999999968,93,0.0002209999999999995,93.0,0.0001489999999999997,93.0
0.00013699999999999973,91.0,0.00015399999999999968,92.0,0.0001489999999999997,92.0,0.0001049999999999998,92.0,0.0001039999999999998,91.0,0.00012599999999999976,92.0,0.00015799999999999967,92.0,0.00015599999999999967,92,0.00022499999999999948,92.0,0.00015199999999999968,92.0
0.0001419999999999997,90.0,0.00020599999999999953,91.0,0.00015599999999999967,91.0,0.00011699999999999977,90.0,0.00010799999999999979,90.0,0.00013599999999999973,90.0,0.00017199999999999963,91.0,0.00017299999999999962,91,0.00024999999999999957,91.0,0.0001779999999999996,91.0
0.00015299999999999968,89.0,0.00020699999999999953,89.0,0.00017399999999999962,90.0,0.00014099999999999971,89.0,0.00012299999999999976,89.0,0.00013899999999999972,89.0,0.0001789999999999996,90.0,0.00018899999999999958,90,0.0002509999999999996,90.0,0.00019999999999999955,90.0
0.00017399999999999962,88.0,0.0002159999999999995,88.0,0.0002209999999999995,89.0,0.00015599999999999967,88.0,0.00012399999999999976,88.0,0.0001449999999999997,88.0,0.0001849999999999996,89.0,0.00019399999999999957,89,0.00028600000000000045,89.0,0.00020499999999999953,89.0
0.0001769999999999996,87.0,0.0002169999999999995,86.0,0.00022299999999999948,88.0,0.00015699999999999967,87.0,0.00012599999999999976,87.0,0.00016899999999999964,87.0,0.00019799999999999955,88.0,0.00019699999999999956,88,0.0002880000000000005,87.0,0.00021199999999999952,88.0
0.00018799999999999958,85.0,0.00023099999999999946,85.0,0.00022499999999999948,87.0,0.00016399999999999965,86.0,0.00012699999999999975,86.0,0.00017099999999999963,86.0,0.00023799999999999944,87.0,0.0002129999999999995,87,0.00030600000000000093,86.0,0.00023199999999999946,87.0
0.0002129999999999995,84.0,0.00023499999999999945,84.0,0.00023299999999999946,86.0,0.00019799999999999955,85.0,0.00013299999999999974,85.0,0.0001849999999999996,85.0,0.00023999999999999944,86.0,0.00022999999999999946,86,0.00031400000000000113,85.0,0.00024499999999999945,86.0
0.00030600000000000093,83.0,0.0002459999999999995,83.0,0.0002750000000000002,85.0,0.00020499999999999953,84.0,0.00013899999999999972,84.0,0.0001859999999999996,84.0,0.00024399999999999943,85.0,0.00023099999999999946,85,0.0003210000000000013,84.0,0.00026099999999999984,85.0
