,t,N_avg,std_N,log_t,log_N
68,13.407918895123036,24.904009720534628,1.797340820277639,2.595845494730012,3.2150288234594457
69,16.738846527732605,24.301013024602025,1.639807911551422,2.817732157533891,3.190518037732799
70,22.097132918984826,23.757798165137615,1.4827620774437988,3.0954478679351287,3.167910820382891
71,23.820081095585984,23.229007633587788,1.3844888847081276,3.1705289684379827,3.1454018266958195
72,31.646854733553845,22.796153846153846,1.2554070758311529,3.4546387671450254,3.1265918307723104
73,32.048020602386444,22.413333333333334,1.106337246461619,3.467235421783542,3.1096560198723053
74,46.09706397964015,21.91025641025641,0.9423085417979548,3.830749259897211,3.086954856425999
75,47.230259004755226,21.466666666666665,0.8995528902176073,3.8550347677963392,3.066501344442198
76,60.58020715088661,21.285714285714285,0.4879500364742666,4.103968225053242,3.0580361568901457
77,84.00266001546407,21.0,0.0,4.4308484651926925,3.044522437723423
