,t,N_avg,std_N,log_t,log_N
0,0.0,100.0,0.0,0.0,4.605170185988092
1,4.602499999999926e-05,98.981,0.1365930366367834,-9.986325830845148,4.594927912523826
2,6.55099999999934e-05,97.945,0.24090046291577155,-9.63330775522059,4.584406096635363
3,7.9922999999983e-05,96.911,0.29523916773721975,-9.434446886791166,4.5737930315457636
4,9.418599999996312e-05,95.87,0.3510316555856796,-9.270239007384927,4.562993107088905
5,0.00010753799999994175,94.831,0.3931839182794657,-9.1376662844873,4.552096360026159
6,0.00012042599999992256,93.787,0.4402554086264299,-9.024475101559506,4.541026253656783
7,0.0001328469999999114,92.748,0.4782517378167326,-8.926312467873332,4.529886137912734
8,0.00014478399999990442,91.714,0.5083920361910308,-8.840267581356157,4.5186750393649975
9,0.0001567279999999016,90.66,0.5680868971581045,-8.76099873917917,4.507116245512703
10,0.0001707129999999006,89.631,0.5926130189172274,-8.675526774063673,4.495701242285722
11,0.00018386599999990188,88.588,0.6329744518198634,-8.601303326536152,4.483996408257599
12,0.0001977319999999041,87.552,0.6524735410127538,-8.52859797948016,4.47223290256003
13,0.0002110909999999089,86.514,0.6857654659388108,-8.463221237842111,4.460306250552565
14,0.0002246869999999143,85.482,0.710056462670526,-8.4008022353647,4.448305827463149
15,0.0002391379999999239,84.448,0.7209825350282875,-8.338469766809963,4.436135960320914
16,0.00025395999999993556,83.41,0.7378647873726218,-8.278333783662278,4.42376820625352
17,0.00026927799999994863,82.376,0.7517906551621862,-8.21976625476286,4.41129413235445
18,0.0002852199999999619,81.336,0.7731117006627839,-8.162249745655787,4.3985887229728595
19,0.0003026679999999743,80.306,0.7867547158949751,-8.102874062754536,4.3858443379620775
20,0.0003208059999999852,79.285,0.7927189939716365,-8.044673978904969,4.373048955641531
21,0.0003388589999999912,78.258,0.8075197137457935,-7.989926466309933,4.360011060616201
22,0.000358220999999995,77.233,0.8278867050487019,-7.934360443590479,4.346826826835141
23,0.00037902899999999774,76.211,0.8361687498215765,-7.877897838658746,4.333505809229519
24,0.0004006149999999992,75.183,0.8568811150009348,-7.822509691599312,4.319925141569728
25,0.0004232219999999998,74.158,0.8762441462308345,-7.7676136938942255,4.306197952177648
26,0.000448777,73.142,0.8789815746695767,-7.708984452840835,4.292402757165529
27,0.000475158,72.126,0.887079991269621,-7.651863177660305,4.278414589550172
28,0.0005022439999999999,71.109,0.8943818641491559,-7.596424500582499,4.264213911076816
29,0.0005307809999999999,70.095,0.9048722527483057,-7.541161051173255,4.249851464820499
30,0.0005609660000000001,69.079,0.9130129202769218,-7.485850260338805,4.2352507772038095
31,0.00059318,68.068,0.916633087018037,-7.4300126637105475,4.220507205509191
32,0.000627459,67.06,0.9161000159585412,-7.373832227738416,4.205587741038083
33,0.0006647220000000001,66.042,0.9181933778235819,-7.31614164982642,4.19029090326931
34,0.00070333,65.034,0.921788312842864,-7.259684359509995,4.174910210061668
35,0.0007451769999999994,64.024,0.922103179841754,-7.2018887839106815,4.159258013064745
