,t,N_avg,std_N,log_t,log_N
36,0.0007901619999999989,63.015,0.9271648368195565,-7.1432725702346715,4.143372793289455
37,0.0008374599999999981,62.005,0.9369380197498941,-7.085137056599687,4.127215026954736
38,0.0008897969999999956,60.999,0.9390851297304631,-7.0245172111421885,4.110857470596314
39,0.0009480409999999922,59.992,0.9395843862148938,-6.961112807699322,4.094211219999088
40,0.0010136569999999853,58.986,0.940578911462876,-6.894190695337236,4.077300127612842
41,0.0010830949999999725,57.981,0.941023126455734,-6.827932595512176,4.060115370671441
42,0.0011589799999999581,56.979,0.9420437603670259,-6.760214971028842,4.042682778898209
43,0.0012418289999999428,55.975,0.9430080934245815,-6.691169986109237,4.024905162484819
44,0.0013341339999999292,54.969,0.9491785606196234,-6.619472886758387,4.006769389966148
45,0.0014407499999999187,53.963,0.9552714501876122,-6.542591467647555,3.9882986265324383
46,0.0015542939999999103,52.963,0.9552714501876122,-6.466733855741568,3.9695935565500786
47,0.0016757269999999067,51.961,0.9541432750847169,-6.391508178018126,3.950493437190723
48,0.0018108449999999067,50.958,0.9534910304481868,-6.313961691816668,3.931001764025927
49,0.001960914999999913,49.955,0.953878862793848,-6.234344077939428,3.911122600184982
50,0.002139671999999925,48.953,0.9537823130571781,-6.147102732723654,3.8908606541261253
51,0.0023392659999999436,47.951,0.953681555084562,-6.057918074032586,3.870179656169335
52,0.0025690739999999703,46.949,0.9567206041025323,-5.964209756286774,3.8490619061729134
53,0.0028451460000000067,45.948,0.956143404626215,-5.862140894618636,3.8275103222831577
54,0.0031918370000000476,44.947,0.9566117844277823,-5.7471586658613365,3.805484017867225
55,0.0035876180000000957,43.947,0.9566117844277823,-5.630266806451238,3.7829843624157427
56,0.004017688000000147,42.944,0.9559172442098625,-5.517048666176744,3.7598969413492167
57,0.004552755000000196,41.943,0.9553343203631196,-5.392022734751576,3.736311553673797
58,0.005254499000000225,40.942,0.9547499921694409,-5.248670616971663,3.7121564310184296
59,0.0062073730000001374,39.942,0.9547499921694409,-5.082017499913251,3.6874284018466215
60,0.007370320999999949,38.94,0.9535771124084876,-4.910294018776878,3.6620219999440535
61,0.008867878999999584,37.94,0.9535771124084876,-4.725319631885934,3.636005964506868
62,0.011003341999999229,36.94,0.9535771124084876,-4.509556234145417,3.609294974771094
63,0.014093507999999748,35.94,0.9535771124084876,-4.2620410131583295,3.581850881355413
64,0.018219458000001496,34.94,0.9535771124084876,-4.005265135122896,3.5536323047059106
65,0.02548801100000673,33.94,0.9535771124084876,-3.66954709423863,3.52459425980608
66,0.037489812000000754,32.939,0.9529885556433441,-3.2836860629174485,3.4946573660615945
67,0.059656001999985664,31.939,0.9529885556433441,-2.8191605152153376,3.463827833592919
68,0.10466145199977907,30.939,0.9529885556433441,-2.257024404641295,3.432017524002042
69,0.17715092099969235,29.939,0.9529885556433441,-1.7307532487019954,3.399161978300085
70,0.34019102799409573,28.939,0.9529885556433441,-1.078247972107426,3.365190166356153
71,0.914120097955919,27.939,0.9529885556433441,-0.08979331795875028,3.3300235622076304
72,2.351876767649057,26.949799196787147,0.9390950202854779,0.8552136339566964,3.293975846373153
73,5.197000161839712,25.969666329625884,0.9082895288995014,1.648081567167292,3.256929177291227
74,11.140121370197708,25.013555787278413,0.8758078732584942,2.4105531294306055,3.219417909404962
75,19.734975281748063,24.11717861205916,0.7950090635419126,2.9823924566056936,3.1829243920510755
76,32.39421327568154,23.297994269340975,0.7066168024909408,3.477979804244518,3.1483672740054103
77,41.44340288702679,22.543367346938776,0.5881671107203265,3.7243287105795746,3.115440891727542
78,52.992730981866664,21.753333333333334,0.46250944727034243,3.9701547528604895,3.0797670024970647
79,61.30884123195671,20.833333333333332,0.3790490217894517,4.115924061448485,3.036554268074246
80,62.95926526639312,20.0,0.0,4.142487934193423,2.995732273553991
